1Zcexgo_Btwt3636982d7098|و از آنها خواست با استناد به حق قانونی مردم برای رأی دادن به هر کسی که دلشان میخواهد|و از آنها خواست با استناد به حق قانونی مردم برای رأی دادن به هر کسی که دلشان میخواهد
1Zcexgo_Btwt3644080d4341|محدودیت زمانی دوره های ریاست جمهوری را حذف کنند|محدودیت زمانی دوره های ریاست جمهوری را حذف کنند
1Zcexgo_Btwt3648421d8278|اورتگا برای رسیدن به این هدف از روی دست اسکار آریاس، رئیس جمهور کاستاریکا تقلب کرده بود|اورتگا برای رسیدن به این هدف از روی دست اسکار آریاس، رئیس جمهور کاستاریکا تقلب کرده بود
1Zcexgo_Btwt3656699d7336|آریاس برای حذف این محدودیت زمانی شکایتی نوشت و اون را به دادگاه قانون اساسی کاستاریکا فرستاد|آریاس برای حذف این محدودیت زمانی شکایتی نوشت و اون را به دادگاه قانون اساسی کاستاریکا فرستاد
1Zcexgo_Btwt3664035d9176|آریاس مدعی بود که ممنوعیت انتخاب رئیس جمهور و معاونش برای بار سوم ناقض این اصل قانون اساسی کاستاریکاست|آریاس مدعی بود که ممنوعیت انتخاب رئیس جمهور و معاونش برای بار سوم ناقض این اصل قانون اساسی کاستاریکاست
1Zcexgo_Btwt3673211d4395|که شهروندان حق دارند به هر کسی که میخواهند رأی دهند|که شهروندان حق دارند به هر کسی که میخواهند رأی دهند
1Zcexgo_Btwt3677606d8142|نمیشه که با خواسته مردم مخالفت کرد. چقدر آدم میتونه دموکرات باشه|نمیشه که با خواسته مردم مخالفت کرد. چقدر آدم میتونه دموکرات باشه
1Zcexgo_Btwt3685748d6665|مثال آخر کشور قزاقستانه، در 2010 حدود 900 چهره شاخص قزاقستان دور هم جمع شدند|مثال آخر کشور قزاقستانه، در 2010 حدود 900 چهره شاخص قزاقستان دور هم جمع شدند
1Zcexgo_Btwt3692413d6989|و در بیانیه ای اعلام کردند با توجه به دستاوردهای ارزشمند و شگفت انگیز نور سلطان نظربایف|و در بیانیه ای اعلام کردند با توجه به دستاوردهای ارزشمند و شگفت انگیز نور سلطان نظربایف
1Zcexgo_Btwt3699402d4173|ایشون باید حداقل تا 2020 رئیس جمهور کشور باقی بماند|ایشون باید حداقل تا 2020 رئیس جمهور کشور باقی بماند
1Zcexgo_Btwt3703575d3177|حیفه کشور همچین موهبتی رو از دست بده|حیفه کشور همچین موهبتی رو از دست بده
1Zcexgo_Btwt3706752d7742|پس هر جور که شده تو تو انتخابات شرکت میکنی، حتی اگه دو دوره ات هم تموم شده باشه|پس هر جور که شده تو تو انتخابات شرکت میکنی، حتی اگه دو دوره ات هم تموم شده باشه
1Zcexgo_Btwt3714494d8322|خیالت راحت ، حالا بریم سراغ کمیسیون انتخابات، کسایی که متولی برگزاری انتخاباتن|خیالت راحت ، حالا بریم سراغ کمیسیون انتخابات، کسایی که متولی برگزاری انتخاباتن
1Zcexgo_Btwt3722816d6562|به احتمال زیاد وظیفه سازماندهی انتخابات در کشورت به عهده وزارت کشور|به احتمال زیاد وظیفه سازماندهی انتخابات در کشورت به عهده وزارت کشور
1Zcexgo_Btwt3729378d8449|کمیسیون عالی انتخابات یا نهادی معادل ایناست که همشون میتونن برای تو نقش سرپوش داشته باشن|کمیسیون عالی انتخابات یا نهادی معادل ایناست که همشون میتونن برای تو نقش سرپوش داشته باشن
1Zcexgo_Btwt3737827d4441|و گوش به فرمان تو هرکاری که بخوای رو اونجا انجام بدن|و گوش به فرمان تو هرکاری که بخوای رو اونجا انجام بدن
1Zcexgo_Btwt3742268d8219|غربی ها هم خوشبختانه قادر به دیدن زیر این سرپوش نیستند و فکر میکنند وزارت کشور یا کمیسیون عالی انتخابات|غربی ها هم خوشبختانه قادر به دیدن زیر این سرپوش نیستند و فکر میکنند وزارت کشور یا کمیسیون عالی انتخابات
1Zcexgo_Btwt3750487d4421|واقعاً مسئول برگزاری انتخابات سالم و شفاف در کشور توست|واقعاً مسئول برگزاری انتخابات سالم و شفاف در کشور توست
1Zcexgo_Btwt3754908d9321|آنها نمی توانند این واقعیت را بفهمند که در کشورت فقط یک نفر همه کاره و صاحب اختیار است و آن یک نفر هم فقط تویی|آنها نمی توانند این واقعیت را بفهمند که در کشورت فقط یک نفر همه کاره و صاحب اختیار است و آن یک نفر هم فقط تویی
1Zcexgo_Btwt3764229d5309|کمیسیون انتخاباتی در سرتاسر فرایند انتخابات به کار می آید|کمیسیون انتخاباتی در سرتاسر فرایند انتخابات به کار می آید
1Zcexgo_Btwt3769538d4778|تأیید یا رد صلاحیت احزاب یا کاندیداها برای شرکت در انتخابات|تأیید یا رد صلاحیت احزاب یا کاندیداها برای شرکت در انتخابات
1Zcexgo_Btwt3774316d7280|تصویب یا لغو قوانین انتخاباتی؛ مدیریت بر روند ثبت نام رأی دهندگان|تصویب یا لغو قوانین انتخاباتی؛ مدیریت بر روند ثبت نام رأی دهندگان
1Zcexgo_Btwt3781596d5156|چاپ و توزیع برگه های رأی؛ استخدام کارکنان حوزه های رأی گیری|چاپ و توزیع برگه های رأی؛ استخدام کارکنان حوزه های رأی گیری
1Zcexgo_Btwt3786752d10969|خواندن و شمارش آرا و سرانجام اعلام برنده انتخابات.  تک تک این مراحل رو کمیسیون میتونه برات در بیاره|خواندن و شمارش آرا و سرانجام اعلام برنده انتخابات.  تک تک این مراحل رو کمیسیون میتونه برات در بیاره
1Zcexgo_Btwt3797721d5175|فقط این که مطمئن شو اعضای کمیسیون همگی از آدم های مورد اعتمادت باشند|فقط این که مطمئن شو اعضای کمیسیون همگی از آدم های مورد اعتمادت باشند
1Zcexgo_Btwt3802896d6767|بهتره که در انتخابات یک رقیب نمایشی داشته باشی ولی اگه رقیب هم نبود مشکلی نیست|بهتره که در انتخابات یک رقیب نمایشی داشته باشی ولی اگه رقیب هم نبود مشکلی نیست
1Zcexgo_Btwt3809663d4330|میتوانی از راهکار سانی آباچا رئیس جمهور نیجریه استفاده کنی|میتوانی از راهکار سانی آباچا رئیس جمهور نیجریه استفاده کنی
1Zcexgo_Btwt3813993d5548|ایشون  انتخاباتی را به نمایش گذاشت که در آن فقط یک نامزد یعنی خودش حضور داشت|ایشون  انتخاباتی را به نمایش گذاشت که در آن فقط یک نامزد یعنی خودش حضور داشت
1Zcexgo_Btwt3819541d12656|اسماعیل عمر گوئله، رئیس جمهور جیبوتی هم در انتخابات ریاست جمهوری 2005 همین راه را طی کرد و با صد درصد آرای رأی دهندگان به پیروزی رسید|اسماعیل عمر گوئله، رئیس جمهور جیبوتی هم در انتخابات ریاست جمهوری 2005 همین راه را طی کرد و با صد درصد آرای رأی دهندگان به پیروزی رسید
1Zcexgo_Btwt3832197d8034|صد درصد یعنی حتی یک رای باطله هم وجود نداشت و همه رای دهنده ها به یک نفر رای دادن، بنازم به این محبوبیت|صد درصد یعنی حتی یک رای باطله هم وجود نداشت و همه رای دهنده ها به یک نفر رای دادن، بنازم به این محبوبیت
1Zcexgo_Btwt3840231d13088|فرانسوا دووالیه رئیس جمهور هائیتی هم در سال 1961 با کسب 1320748 رای در برابر صفر رای برنده انتخابات شد|فرانسوا دووالیه رئیس جمهور هائیتی هم در سال 1961 با کسب 1320748 رای در برابر صفر رای برنده انتخابات شد
1Zcexgo_Btwt3853319d3240|همینقدر دقیق و حساب شده|همینقدر دقیق و حساب شده
1Zcexgo_Btwt3856559d4488|ولی خوب قبول کنید که صد درصد آرا یک کم غیرمنطقیه دیگه|ولی خوب قبول کنید که صد درصد آرا یک کم غیرمنطقیه دیگه
1Zcexgo_Btwt3861047d8352|برای همین بیست و سه سال بعد، پسر همین آقای فرانسوا دووالیه  رویکرد منطقی تری در پیش گرفت|برای همین بیست و سه سال بعد، پسر همین آقای فرانسوا دووالیه  رویکرد منطقی تری در پیش گرفت
1Zcexgo_Btwt3869399d8090|و خودش را با کسب 99 درصد آرا برنده انتخابات ریاست جمهوری اعلام کرد. این دیگه منطقی بود|و خودش را با کسب 99 درصد آرا برنده انتخابات ریاست جمهوری اعلام کرد. این دیگه منطقی بود
1Zcexgo_Btwt3877489d7315|هر چند که الان اوضاع فرق کرده و مهندسی انتخابات باز هم باید هوشمندانه تر باشه|هر چند که الان اوضاع فرق کرده و مهندسی انتخابات باز هم باید هوشمندانه تر باشه
1Zcexgo_Btwt3884804d10152|یادت باشه که دوره سه تا شش ماهه قبل از انتخابات، زمان امتیاز دادن به کارمندان و کارکنان رژیمته|یادت باشه که دوره سه تا شش ماهه قبل از انتخابات، زمان امتیاز دادن به کارمندان و کارکنان رژیمته
1Zcexgo_Btwt3894956d6972|باید چنان امتیازات مادی ارزنده ای به آن ها بدهی که دوباره در انتخابات شرکت کنند و به تو رای دهند|باید چنان امتیازات مادی ارزنده ای به آن ها بدهی که دوباره در انتخابات شرکت کنند و به تو رای دهند
1Zcexgo_Btwt3901928d3634|دم انتخابات چندتا پروژه عمرانی را هم تکمیل کن|دم انتخابات چندتا پروژه عمرانی را هم تکمیل کن
1Zcexgo_Btwt3905562d7601|دولتت احتمالاً پول زیادی برای انجام پروژه های عمرانی ندارد، چون تو همه پولها را صرف نیازهای مالی شخصی ات کرده ای|دولتت احتمالاً پول زیادی برای انجام پروژه های عمرانی ندارد، چون تو همه پولها را صرف نیازهای مالی شخصی ات کرده ای
1Zcexgo_Btwt3913163d5057|اما اگر بتوانی در آستانه برگزاری انتخابات کمی پول بذل و بخشش کنی، کار خوبیه|اما اگر بتوانی در آستانه برگزاری انتخابات کمی پول بذل و بخشش کنی، کار خوبیه
1Zcexgo_Btwt3918220d5788|در بعضی محله های مهم و محوری پایتخت هم دستور بده خیابان ها را آسفالت کنن|در بعضی محله های مهم و محوری پایتخت هم دستور بده خیابان ها را آسفالت کنن
1Zcexgo_Btwt3924008d6297|یکی دو تا مدرسه یا پل هوایی با پله برقی بساز و چندتا پروژه عمرانی را تکمیل کن|یکی دو تا مدرسه یا پل هوایی با پله برقی بساز و چندتا پروژه عمرانی را تکمیل کن
1Zcexgo_Btwt3930305d4676|تا طرفدارانت به بقیه بگن که نیگا کنید چقدر کشور در حال تغیره|تا طرفدارانت به بقیه بگن که نیگا کنید چقدر کشور در حال تغیره
1Zcexgo_Btwt3934981d3944|از اختلال عمدی در انتخابات هم غافل نشو|از اختلال عمدی در انتخابات هم غافل نشو
1Zcexgo_Btwt3938925d6677|اولش کاری کن که شعبه های رای گیری در مناطق عمدتا اپوزیسیون نشین دائما با کمبود امکانات|اولش کاری کن که شعبه های رای گیری در مناطق عمدتا اپوزیسیون نشین دائما با کمبود امکانات
1Zcexgo_Btwt3945602d8606|برگه های رای و پرسنل روبرو باشند. می توانی با ایجاد صف های طولانی زیر آفتاب داغ در برابر شعبه های رای گیری|برگه های رای و پرسنل روبرو باشند. می توانی با ایجاد صف های طولانی زیر آفتاب داغ در برابر شعبه های رای گیری
1Zcexgo_Btwt3954208d3688|مخالفانت را از رای دادن منصرف کنی|مخالفانت را از رای دادن منصرف کنی
1Zcexgo_Btwt3957896d6544|وقتی هم که رای گیری تموم شد و آرا به صندوق ها ریخته شد همه اون کاغذهای دوست داشتنی رو بار کامیون کن|وقتی هم که رای گیری تموم شد و آرا به صندوق ها ریخته شد همه اون کاغذهای دوست داشتنی رو بار کامیون کن
1Zcexgo_Btwt3964440d8788|و به مکانی ببر که تحت کنترل خودته و بعد فرایند شمارش آرا رو شروع کن|و به مکانی ببر که تحت کنترل خودته و بعد فرایند شمارش آرا رو شروع کن
1Zcexgo_Btwt3973228d7905|اینجا میخوام نکته طلایی انتخابات رو بهت بگم، اینو حتما یک جا یادداشت کن، نکته اینه|اینجا میخوام نکته طلایی انتخابات رو بهت بگم، اینو حتما یک جا یادداشت کن، نکته اینه
1Zcexgo_Btwt3981133d11594|تو انتخابات مهم نیست چه کسانی رأی داده اند و به کی رای دادن؛ مهم اینه که چه کسانی رأی ها را می شمارند|تو انتخابات مهم نیست چه کسانی رأی داده اند و به کی رای دادن؛ مهم اینه که چه کسانی رأی ها را می شمارند
1Zcexgo_Btwt3992727d10498|تو بدون توجه به آنچه در شعبه های رأی اتفاق افتاده فرصت بسیار خوبی داری تا حکومتت را با آرای مردم استمرار ببخشی|تو بدون توجه به آنچه در شعبه های رأی اتفاق افتاده فرصت بسیار خوبی داری تا حکومتت را با آرای مردم استمرار ببخشی
1Zcexgo_Btwt4003225d4129|و رقیبانت را به زباله دان تاریخ پرتاب کنی|و رقیبانت را به زباله دان تاریخ پرتاب کنی
1Zcexgo_Btwt4007354d8613|تقلب در شمارش آرا شاید مطمئن ترین روش برای دزدیدن انتخابات ها در دوران معاصره|تقلب در شمارش آرا شاید مطمئن ترین روش برای دزدیدن انتخابات ها در دوران معاصره
1Zcexgo_Btwt4015967d7528|ته تهش، اگه شمارش واقعی آرا نشون داد که تو یا حزبت به سختی و با اختلاف زیاد شکست خوردید|ته تهش، اگه شمارش واقعی آرا نشون داد که تو یا حزبت به سختی و با اختلاف زیاد شکست خوردید
1Zcexgo_Btwt4023495d10003|اصلا نگران نباش، به مامور مسئول بگو بیاد جلوی دوربین و بگه که رقابت انتخاباتی به شکل غیر طبیعی نزدیک به هم بوده|اصلا نگران نباش، به مامور مسئول بگو بیاد جلوی دوربین و بگه که رقابت انتخاباتی به شکل غیر طبیعی نزدیک به هم بوده
1Zcexgo_Btwt4033498d5669|و تو و یا حزبت با اختلاف بسیار کمی پیروز شدید|و تو و یا حزبت با اختلاف بسیار کمی پیروز شدید
1Zcexgo_Btwt4039167d6767|در آخر این انتخابات مهندسی شده هم تو دوتا وظیفه نهایی داری که باید انجام دهی|در آخر این انتخابات مهندسی شده هم تو دوتا وظیفه نهایی داری که باید انجام دهی
1Zcexgo_Btwt4045934d6339|وظیفه اولت اینه که نباید به درخواست مخالفان برای بازشماری آرا توجه کنی|وظیفه اولت اینه که نباید به درخواست مخالفان برای بازشماری آرا توجه کنی
1Zcexgo_Btwt4052273d15710|از ویکتور اوربان در مجارستان یاد بگیر که بلافاصله بعد از اعلام نتایج نهایی انتخابات که به نفعش بود دستور داد برگه های رأی را نابود کنند تا هیچ اثری باقی نمونه. این وظیفه اول|از ویکتور اوربان در مجارستان یاد بگیر که بلافاصله بعد از اعلام نتایج نهایی انتخابات که به نفعش بود دستور داد برگه های رأی را نابود کنند تا هیچ اثری باقی نمونه. این وظیفه اول
1Zcexgo_Btwt4067983d8084|وظیفه دومت هم اینه که به محض اعلام پیروزی ات باید جلوی هر گونه تظاهرات نیروهای اپوزیسیون را بگیری|وظیفه دومت هم اینه که به محض اعلام پیروزی ات باید جلوی هر گونه تظاهرات نیروهای اپوزیسیون را بگیری
1Zcexgo_Btwt4076067d8423|باید به نیروهای امنیتی و انتظامی ات دستور بدهی هر گونه تظاهرات اعتراضی ای را به شدت سرکوب کنند|باید به نیروهای امنیتی و انتظامی ات دستور بدهی هر گونه تظاهرات اعتراضی ای را به شدت سرکوب کنند
1Zcexgo_Btwt4084490d10510|خوب دیگه تبریک میگم شما در انتخابات پیروز شدی و دوباره دیکتاتور رسمی و قانونی کشورت شدی|خوب دیگه تبریک میگم شما در انتخابات پیروز شدی و دوباره دیکتاتور رسمی و قانونی کشورت شدی
6apnbOPL_zYt634d6511|شاید برای شما هم این سوال پیش اومده که اصلا نوار غزه کجای نقشه جغرافیاست|شاید برای شما هم این سوال پیش اومده که اصلا نوار غزه کجای نقشه جغرافیاست
6apnbOPL_zYt12669d6514|اگه آره پس چرا وقتی حماس با اسراییل میجنگه تمام فلسطینی ها تو این جنگ شرکت نمیکنن|اگه آره پس چرا وقتی حماس با اسراییل میجنگه تمام فلسطینی ها تو این جنگ شرکت نمیکنن
6apnbOPL_zYt19183d4503|چه طوریه که نوار غزه یک حکومت مستقل از فلسطین داره|چه طوریه که نوار غزه یک حکومت مستقل از فلسطین داره
6apnbOPL_zYt23686d3669|ولی در عین حال جزو خاک فلسطین حساب میشه|ولی در عین حال جزو خاک فلسطین حساب میشه
6apnbOPL_zYt27389d4059|تو این ویدئو کوتاه میخوام بهتون توضیح بدم که جریان از چه قراره|تو این ویدئو کوتاه میخوام بهتون توضیح بدم که جریان از چه قراره
6apnbOPL_zYt38235d3754|و فقط میخواییم با روشن کردن شرایط تواون منطقه|و فقط میخواییم با روشن کردن شرایط تواون منطقه
6apnbOPL_zYt41989d5473|تصویر واضحی از جنگ بین حماس و اسراییل رو به شما ارائه بدیم|تصویر واضحی از جنگ بین حماس و اسراییل رو به شما ارائه بدیم
6apnbOPL_zYt47462d1947|با ما همراه باشید|با ما همراه باشید
6apnbOPL_zYt63122d6814|قبل از تشکیل کشور اسراییل منطقه سبزرنگ جزو خاک فلسطین محسوب میشد|قبل از تشکیل کشور اسراییل منطقه سبزرنگ جزو خاک فلسطین محسوب میشد
6apnbOPL_zYt69936d6178|بعدها و در سال 1947 و بعد از جنگ و مناقشه بین فلسطین و اسراییل|بعدها و در سال 1947 و بعد از جنگ و مناقشه بین فلسطین و اسراییل
6apnbOPL_zYt76114d2341|نقشه مناطق مرزی تغیر کرد|نقشه مناطق مرزی تغیر کرد
6apnbOPL_zYt80961d7213|تقریبا نیمی از مساحت منطقه ای که در داخل نقطه چین قرار داره به تصرف اسراییل درامد|تقریبا نیمی از مساحت منطقه ای که در داخل نقطه چین قرار داره به تصرف اسراییل درامد
6apnbOPL_zYt88174d5173|و نیمی دیگر که باز هم با رنگ سبز مشخصه دست فلسطینی ها باقی ماند،|و نیمی دیگر که باز هم با رنگ سبز مشخصه دست فلسطینی ها باقی ماند،
6apnbOPL_zYt93347d6838|کمی جلوتر و بعد از اختلافات و جنگ در سال 1967 باز هم نقشه تغییر کرد|کمی جلوتر و بعد از اختلافات و جنگ در سال 1967 باز هم نقشه تغییر کرد
6apnbOPL_zYt103985d2676|و به مساحت اسراییل اضافه شد|و به مساحت اسراییل اضافه شد
6apnbOPL_zYt106661d6240|که مجددا تاکید میکنیم ما در این ویدئو کاری به این موضوع نداریم که آیا این تصرف به حق بوده یا ناحق|که مجددا تاکید میکنیم ما در این ویدئو کاری به این موضوع نداریم که آیا این تصرف به حق بوده یا ناحق
6apnbOPL_zYt112901d4459|در هر صورت نقشه تغیر کرد و به شکل امروزیش درامد|در هر صورت نقشه تغیر کرد و به شکل امروزیش درامد
6apnbOPL_zYt117360d3880|حالا اگه به این نقشه توجه کنید همونطور که مشخصه|حالا اگه به این نقشه توجه کنید همونطور که مشخصه
6apnbOPL_zYt121240d3331|خاک فلسطین به دو بخش تقسیم شده|خاک فلسطین به دو بخش تقسیم شده
6apnbOPL_zYt130011d2579|بعلاوه یک قسمت سبز رنگ دیگه|بعلاوه یک قسمت سبز رنگ دیگه
6apnbOPL_zYt139377d3251|و این نوار کوچک همون نوار غزه است|و این نوار کوچک همون نوار غزه است
6apnbOPL_zYt142628d5297|چرا بهش میگن نوار غزه چون در این قسمت شهر مهم غزه وجود داره|چرا بهش میگن نوار غزه چون در این قسمت شهر مهم غزه وجود داره
6apnbOPL_zYt147925d4218|و اسم نوار غزه از شهر غزه که در این قسمت قرار داره گرفته شده|و اسم نوار غزه از شهر غزه که در این قسمت قرار داره گرفته شده
6apnbOPL_zYt152821d3943|جالبه که مساحت غزه فقط 365 کیلومتر مربعه|جالبه که مساحت غزه فقط 365 کیلومتر مربعه
6apnbOPL_zYt156764d4459|یعنی یک پنجم مساحت شهر ساحلی نوشهر در ایران|یعنی یک پنجم مساحت شهر ساحلی نوشهر در ایران
6apnbOPL_zYt161223d4036|اما با این که مساحت نواز غزه یک پنجم مساحت نوشهره|اما با این که مساحت نواز غزه یک پنجم مساحت نوشهره
6apnbOPL_zYt165259d3749|ولی جمعیتش نزدیک به سی برابر جمعیت نوشهره|ولی جمعیتش نزدیک به سی برابر جمعیت نوشهره
6apnbOPL_zYt169008d3517|نوار غزه دو میلیون نفر جمعیت داره|نوار غزه دو میلیون نفر جمعیت داره
6apnbOPL_zYt172525d5450|این مثال رو زدیم تا بتونیم بهتر درک کنیم که اونجا چقدر تراکم جمعیت زیاده|این مثال رو زدیم تا بتونیم بهتر درک کنیم که اونجا چقدر تراکم جمعیت زیاده
6apnbOPL_zYt177975d4169|شهر غزه جزو متراکم ترین مناطق مسکونی جهانه|شهر غزه جزو متراکم ترین مناطق مسکونی جهانه
6apnbOPL_zYt186973d2863|و زاد و ولد در نوار غزه خیلی زیاده|و زاد و ولد در نوار غزه خیلی زیاده
6apnbOPL_zYt189836d4593|به طور متوسط در غزه هر زن بالای چهار تا بچه داره|به طور متوسط در غزه هر زن بالای چهار تا بچه داره
6apnbOPL_zYt194429d7588|اینم باید بدونیم که از سال 1967 که اسراییل تو جنگ معروف شش روزه تونست اعراب رو شکست بده|اینم باید بدونیم که از سال 1967 که اسراییل تو جنگ معروف شش روزه تونست اعراب رو شکست بده
6apnbOPL_zYt205973d6524|و  تا قبل از سال 2005، حدود 8 هزار اسرائیلی در چند شهرک در غزه زندگی میکردن|و  تا قبل از سال 2005، حدود 8 هزار اسرائیلی در چند شهرک در غزه زندگی میکردن
6apnbOPL_zYt214646d6473|این شهرک‌ها تخلیه شدند و کنترل منطقه غزه به دولت خودگردان فلسطین سپرده شد|این شهرک‌ها تخلیه شدند و کنترل منطقه غزه به دولت خودگردان فلسطین سپرده شد
6apnbOPL_zYt221119d5722|و الان دیگه بالای 99 درصد مردمان غزه مسلمون های سنی مذهب هستن|و الان دیگه بالای 99 درصد مردمان غزه مسلمون های سنی مذهب هستن
6apnbOPL_zYt232512d2711|و از طرف دیگه همسایه اسراییل|و از طرف دیگه همسایه اسراییل
6apnbOPL_zYt241162d5675|علاوه بر این صادرات و واردات به غزه هم فقط زیرنظر اسراییل انجام میشه|علاوه بر این صادرات و واردات به غزه هم فقط زیرنظر اسراییل انجام میشه
6apnbOPL_zYt246837d5534|بعد از این که اسراییل از نوار غزه خارج شد کنترل این نوار افتاد دست فلسطینی ها|بعد از این که اسراییل از نوار غزه خارج شد کنترل این نوار افتاد دست فلسطینی ها
6apnbOPL_zYt252371d3448|اما وقتی داریم از فلسطینی ها صحبت میکنیم|اما وقتی داریم از فلسطینی ها صحبت میکنیم
6apnbOPL_zYt260825d5115|این دو تا گروه در ایدئولوژی و اهداف خیلی با هم تفاوت دارن|این دو تا گروه در ایدئولوژی و اهداف خیلی با هم تفاوت دارن
6apnbOPL_zYt265940d6373|گروه فتح یا همون سازمان آزادی بخش فلسطین گروهیه که مورد قبول جامعه جهانیه|گروه فتح یا همون سازمان آزادی بخش فلسطین گروهیه که مورد قبول جامعه جهانیه
6apnbOPL_zYt272313d6748|الان در سرزمین های فلسطین که در نقشه  میشه اون قسمت سبز بزرگ قدرت رو در دست داره|الان در سرزمین های فلسطین که در نقشه  میشه اون قسمت سبز بزرگ قدرت رو در دست داره
6apnbOPL_zYt279061d2587|و خواهان نابودی اسراییل هم نیست|و خواهان نابودی اسراییل هم نیست
6apnbOPL_zYt281648d3146|یاسر عرفات معروف بنیان گذار این سازمان بوده|یاسر عرفات معروف بنیان گذار این سازمان بوده
6apnbOPL_zYt284794d4773|و هدف اصلیشون هم آزاد سازی فلسطین از سیطره اسراییله|و هدف اصلیشون هم آزاد سازی فلسطین از سیطره اسراییله
6apnbOPL_zYt289567d3996|سازمان فتح یه سازمان تقریبا میانه رو حساب میشه|سازمان فتح یه سازمان تقریبا میانه رو حساب میشه
6apnbOPL_zYt293563d4496|که محمود عباس که الان نخست وزیر حکومت فعلی فلسطینه|که محمود عباس که الان نخست وزیر حکومت فعلی فلسطینه
6apnbOPL_zYt298059d4071|بالاترین مقام سیاسی گروه فتح هم حساب میشه|بالاترین مقام سیاسی گروه فتح هم حساب میشه
6apnbOPL_zYt302130d3700|ولی داستان گروه حماس متفاوته|ولی داستان گروه حماس متفاوته
6apnbOPL_zYt305830d3498|جنبش مقاومت اسلامی به نام اختصاری حماس|جنبش مقاومت اسلامی به نام اختصاری حماس
6apnbOPL_zYt314256d5392|و هدفش هم آزادی تمام خاک فلسطین و نابودی اسراییله|و هدفش هم آزادی تمام خاک فلسطین و نابودی اسراییله
6apnbOPL_zYt319648d3987|گروه حماس یه مدتی به عنوان رقیب سیاسی گروه فتح|گروه حماس یه مدتی به عنوان رقیب سیاسی گروه فتح
6apnbOPL_zYt323635d2628|در فلسطین مشغول فعالیت بود|در فلسطین مشغول فعالیت بود
6apnbOPL_zYt332305d5718|و رهبر این گروه اسماعیل هنیه به عنوان نخست وزیر فلسطین هم معرفی شد|و رهبر این گروه اسماعیل هنیه به عنوان نخست وزیر فلسطین هم معرفی شد
6apnbOPL_zYt338023d3808|ولی کم کم اختلافات حماس و فتح جدی تر شد|ولی کم کم اختلافات حماس و فتح جدی تر شد
6apnbOPL_zYt341831d5351|و کار به مبارزات مسلحانه بین این دو تا گروه هم فلسطینی کشیده شد|و کار به مبارزات مسلحانه بین این دو تا گروه هم فلسطینی کشیده شد
6apnbOPL_zYt347182d4154|سال 2007 یعنی دو سال بعد از خروج اسراییل از نوار غزه|سال 2007 یعنی دو سال بعد از خروج اسراییل از نوار غزه
6apnbOPL_zYt351336d3938|حماس موفق شد گروه فتح رو در نوار غزه شکست بده|حماس موفق شد گروه فتح رو در نوار غزه شکست بده
6apnbOPL_zYt355274d5495|و کنترل کامل این قسمت از خاک فلسطین افتاد دست گروه حماس|و کنترل کامل این قسمت از خاک فلسطین افتاد دست گروه حماس
6apnbOPL_zYt360769d3711|ولی از اون ور در قسمت بزرگتر سرزمین فلسطین|ولی از اون ور در قسمت بزرگتر سرزمین فلسطین
6apnbOPL_zYt370953d2947|در اونجا گروه فتح تونست قدرت رو بدست بگیره|در اونجا گروه فتح تونست قدرت رو بدست بگیره
6apnbOPL_zYt373900d4834|و الانم که محمود عباس به عنوان نخست وزیر اونجا مشغول فعالیته|و الانم که محمود عباس به عنوان نخست وزیر اونجا مشغول فعالیته
6apnbOPL_zYt382684d7028|برخلاف حماس که از سمت آمریکا و اسراییل و کانادا و بریتانیا به عنوان یک گروه تروریستی معرفی شده|برخلاف حماس که از سمت آمریکا و اسراییل و کانادا و بریتانیا به عنوان یک گروه تروریستی معرفی شده
6apnbOPL_zYt389712d7390|پس قسمت بزرگتر سرزمین های فلسطین دست گروه معتدل تر فتح به رهبری محمود عباسه|پس قسمت بزرگتر سرزمین های فلسطین دست گروه معتدل تر فتح به رهبری محمود عباسه
6apnbOPL_zYt397102d5061|و نوار غزه دست گروه حماس به رهبری اسماییل هنیه است،|و نوار غزه دست گروه حماس به رهبری اسماییل هنیه است،
6apnbOPL_zYt402163d6052|جالبه که گفته میشه سه تا از خواهران اسماییل هنیه رهبر جنبش حماس|جالبه که گفته میشه سه تا از خواهران اسماییل هنیه رهبر جنبش حماس
6apnbOPL_zYt408215d2620|شهروند اسراییل هستن|شهروند اسراییل هستن
6apnbOPL_zYt410835d4731|و چند تا از خواهرزاده های ایشون هم در ارتش اسراییل دارن خدمت می کنن|و چند تا از خواهرزاده های ایشون هم در ارتش اسراییل دارن خدمت می کنن
6apnbOPL_zYt415566d3445|و اما موضوعی که داستان رو پیچیده تر هم میکنه|و اما موضوعی که داستان رو پیچیده تر هم میکنه
6apnbOPL_zYt423509d4543|و تمام این راه ها زیرنظر اسراییل داره کنترل میشه|و تمام این راه ها زیرنظر اسراییل داره کنترل میشه
6apnbOPL_zYt428052d3797|نوار غزه با وجود این که در کنار دریای مدیترانه قرار گرفته|نوار غزه با وجود این که در کنار دریای مدیترانه قرار گرفته
6apnbOPL_zYt436393d5862|فرودگاه و راه آهن و بندر غزه هم نیمه کاره رها شده و استفاده ای ازشون نمیشه|فرودگاه و راه آهن و بندر غزه هم نیمه کاره رها شده و استفاده ای ازشون نمیشه
